STATION,STATION_NAME,LATITUDE,LONGITUDE,DATE,TMAX,TMIN,Average Daily Wind Speed,Rainfall,Snowfall
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,57,18.42,6.12,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,80,56,11.86,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,74,54,9.84,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,75,55,9.62,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,72,55,6.04,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,72,56,9.84,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,66,55,17.54,8.45,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,55,12.97,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,73,55,10.07,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,55,10.29,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,56,9.84,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,73,58,8.28,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,71,58,7.83,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,56,11.18,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,67,54,17.41,7.49,0
